RSU,Bound,Movement,x,y,x as UTC Time,x as PST Time,x as PDT Time,x as 12-Hr PST Time,x as 12-Hr PDT Time
2,NB,L,1658519523.872,1214.3740000724792,2022-07-22 15:52:03.872000,2022-07-22 07:52:03.872000,2022-07-22 08:52:03.872000,2022-07-22 07:52:03.872000 AM,2022-07-22 08:52:03.872000 AM
3,NB,T,1658519827.401,119.99799990653992,2022-07-22 15:57:07.401000,2022-07-22 07:57:07.401000,2022-07-22 08:57:07.401000,2022-07-22 07:57:07.401000 AM,2022-07-22 08:57:07.401000 AM
3,NB,T,1658519947.401,120.0,2022-07-22 15:59:07.401000,2022-07-22 07:59:07.401000,2022-07-22 08:59:07.401000,2022-07-22 07:59:07.401000 AM,2022-07-22 08:59:07.401000 AM
3,EB,L,1658519840.798,237.70900011062622,2022-07-22 15:57:20.798000,2022-07-22 07:57:20.798000,2022-07-22 08:57:20.798000,2022-07-22 07:57:20.798000 AM,2022-07-22 08:57:20.798000 AM
3,EB,L,1658519963.304,122.50599980354309,2022-07-22 15:59:23.304000,2022-07-22 07:59:23.304000,2022-07-22 08:59:23.304000,2022-07-22 07:59:23.304000 AM,2022-07-22 08:59:23.304000 AM
3,EB,T,1658519840.798,237.70900011062622,2022-07-22 15:57:20.798000,2022-07-22 07:57:20.798000,2022-07-22 08:57:20.798000,2022-07-22 07:57:20.798000 AM,2022-07-22 08:57:20.798000 AM
3,EB,T,1658519963.304,122.50599980354309,2022-07-22 15:59:23.304000,2022-07-22 07:59:23.304000,2022-07-22 08:59:23.304000,2022-07-22 07:59:23.304000 AM,2022-07-22 08:59:23.304000 AM
3,SB,L,1658519851.186,131.0970001220703,2022-07-22 15:57:31.186000,2022-07-22 07:57:31.186000,2022-07-22 08:57:31.186000,2022-07-22 07:57:31.186000 AM,2022-07-22 08:57:31.186000 AM
3,SB,L,1658519979.307,128.12099981307983,2022-07-22 15:59:39.307000,2022-07-22 07:59:39.307000,2022-07-22 08:59:39.307000,2022-07-22 07:59:39.307000 AM,2022-07-22 08:59:39.307000 AM
3,WB,T,1658516358.086,599.5899999141693,2022-07-22 14:59:18.086000,2022-07-22 06:59:18.086000,2022-07-22 07:59:18.086000,2022-07-22 06:59:18.086000 AM,2022-07-22 07:59:18.086000 AM
3,WB,T,1658516401.991,643.4949998855591,2022-07-22 15:00:01.991000,2022-07-22 07:00:01.991000,2022-07-22 08:00:01.991000,2022-07-22 07:00:01.991000 AM,2022-07-22 08:00:01.991000 AM
3,WB,L,1658516358.086,599.5899999141693,2022-07-22 14:59:18.086000,2022-07-22 06:59:18.086000,2022-07-22 07:59:18.086000,2022-07-22 06:59:18.086000 AM,2022-07-22 07:59:18.086000 AM
3,WB,L,1658516401.991,643.4949998855591,2022-07-22 15:00:01.991000,2022-07-22 07:00:01.991000,2022-07-22 08:00:01.991000,2022-07-22 07:00:01.991000 AM,2022-07-22 08:00:01.991000 AM
